Name	Intensity 01_IKA_0h_batch5	Intensity 02_IKA_0h_batch6	Intensity 03_IKA_0h_batch7	Intensity 04_IKA_2h_batch1	Intensity 05_IKA_2h_batch3	Intensity 06_IKA_2h_batch4	Intensity 07_IKA_6h_batch1	Intensity 08_IKA_6h_batch3	Intensity 09_IKA_6h_batch4	Intensity 10_IKA_12h_batch1	Intensity 11_IKA_12h_batch3	Intensity 12_IKA_12h_batch4	Intensity 13_IKA_18h_batch1	Intensity 14_IKA_18h_batch3	Intensity 15_IKA_18h_batch4	Intensity 16_IKA_24h_batch1	Intensity 17_IKA_24h_batch3	Intensity 18_IKA_24h_batch4
Serbp1	27.63609475	27.23031852	25.08399539	26.27680525	27.74829626	28.25664911	28.77486154	28.47463907	27.11277053	25.05477951	26.45829471	26.62881418	27.09164167	27.33815626	27.07856993	25.62970368	25.89700657	23.22392334
Set	28.46571579	28.58419847	26.55502578	24.94310893	28.51487703	28.62606576	29.45929969	29.55374854	26.62519491	26.07932299	27.35304436	27.43292809	27.75519057	27.47769133	26.86502318	25.35749777	26.12220318	23.63644053
Sf1	24.7767575	23.44303661	21.29574876	23.91879847	25.49542835	24.32216747	26.12957153	26.87595853	23.85880134	22.63209707	21.23923024	21.971479	23.98797869	24.75526699	24.61509661	23.07301771	23.64493446	20.9738627
Sf3a1	25.95635364	26.91741051	24.96402211	24.51665129	26.38525076	25.93636207	27.26704825	27.15122113	22.94435175	23.92524293	24.85913322	24.4865871	24.73593195	24.79481325	23.24369641	24.3295084	24.43593472	21.98112964
Sf3a3	24.5089974	24.25472243	20.71263447	20.86680199	26.71017141	26.25488459	26.42476755	26.85126618	25.19633017	24.22479189	24.53747768	22.57775427	20.28432709	20.28432709	20.28432709	24.3871917	24.28806456	22.19718549
Sf3b1	26.59006571	26.42646414	23.48456036	23.84412263	28.05558646	27.23013525	28.064608	28.19624574	25.06200528	25.50294201	25.35924178	25.41928	26.1676019	25.13817272	24.31084295	25.68453119	25.6685522	22.4033023
Sf3b3	27.38071721	26.50235024	26.47043261	24.77464793	27.79153812	27.4221387	27.58770737	28.13334944	25.92138879	25.2704921	26.23079491	25.97631239	24.00109889	25.33234556	25.23968913	25.49829241	25.7811926	23.40002156
Sf3b5	23.90774888	24.38798049	21.40955668	22.81340936	24.39231113	25.67384432	24.82813106	25.45838859	24.69413	22.56055208	23.2131333	22.85678948	25.1049359	24.86159621	24.97022423	22.48229689	22.43931248	19.99438106
Sfpq	29.11398775	28.72614689	26.49692203	27.16672119	30.16961498	30.58656254	30.38607351	30.80793203	28.81188676	27.44482243	28.53782571	27.83737674	28.4594365	28.5384179	28.78706001	28.57217504	28.71872021	26.14201588
Sfxn1	25.77112511	25.44059928	21.51455804	23.12781364	27.83321989	27.93404607	27.66159708	28.27119592	26.22686915	25.50348803	25.78334259	24.86797095	21.66149107	23.70366536	24.32848155	26.35075349	26.30490357	23.48652572
Sgpl1	22.37671257	23.82250159	17.78589941	19.97771035	23.81117632	23.7130332	19.37107469	22.12836444	17.78589941	19.44167981	20.90800553	17.78589941	20.88695577	21.99893194	23.65326933	20.30552296	19.69200244	17.78589941
Sgta	22.72851927	23.02894339	19.76443429	19.91578603	14.4395712	15.98950538	16.43897049	17.26746338	18.79265051	16.28700889	18.14290479	17.52512313	23.11318003	22.77924484	22.20705246	17.58350886	17.72613831	14.4395712
Sh3bgrl	25.4586389	25.33681217	22.09844466	23.01957444	25.80535716	25.12439397	25.45923323	25.85733068	22.94674496	23.72025428	24.53848451	23.60070875	23.95251518	24.60772312	24.42604818	22.20684386	22.26845177	20.45030512
Sh3bgrl3	22.11562665	22.14662585	22.27341203	23.10131723	26.14349579	26.2871311	25.94677173	25.54839674	24.7977842	19.92387294	23.8320973	21.16490447	25.84845121	25.6572552	25.07062871	21.83093758	19.23575249	19.23575249
Shmt1	25.14176259	25.43409013	23.09305321	23.09305321	27.24054461	26.96135272	28.16009869	28.48377655	26.03821002	24.08025868	24.8657076	24.5842845	23.89818361	23.7430396	24.74504195	25.56778715	25.63583191	23.10667795
Skiv2l2	22.72880987	23.79699255	19.0873696	22.55693259	24.8821303	24.76617867	25.45393824	25.62742323	21.66275181	20.10149357	21.95751869	20.91349427	19.13423077	23.43415377	22.13150784	21.3321065	21.62006228	19.0873696
Skp1	24.58686315	25.53418579	20.8491149	21.98252294	23.27810003	19.09181758	24.93678888	24.3965635	19.09181758	22.72077614	21.68538701	21.69276873	19.09181758	22.93980445	23.03404194	21.10405608	21.35245514	19.88149937
Slc16a1	26.78992263	26.38844041	24.14584883	24.94565601	24.52085268	23.47171986	25.25810592	25.88678836	21.29226995	23.68431716	23.59991466	23.89615203	26.64718743	27.86496416	27.00142108	22.34418753	22.71372548	20.46123962
Slc1a5	25.89511205	25.55651751	22.82170393	24.51719215	25.95042525	24.88478724	25.87504455	26.81078421	23.88753226	23.33551793	23.77796159	23.50105966	20.3778248	24.20134981	24.07349177	23.82754972	23.51267874	20.92397447
Slc25a11	21.72409079	22.01416898	23.59046553	23.26327379	23.56906289	23.56453469	21.98770119	20.62711704	22.33848613	22.64288726	21.64618777	21.22193399	20.62711704	21.79419849	20.74812732	22.79340486	22.73653076	20.92411949
Slc25a12	21.23280501	16.37654937	16.37654937	16.37654937	24.8578527	25.14347633	23.52480281	23.47221585	23.49240578	22.42557448	23.08843436	22.72282004	16.37654937	23.376898	16.37654937	23.48431451	22.9819832	20.52066088
Slc25a3	28.66824109	28.08116328	26.24132684	26.80365856	28.57213889	28.93261077	28.99393857	29.46629943	27.19882344	26.94759681	27.02569905	26.29755849	26.1625977	27.98353877	27.57708291	26.89041124	26.67694037	24.60433333
Slc25a4	25.35581886	25.68626904	20.5089128	23.0391058	25.07659381	26.00829867	24.93030566	26.44997781	26.54574835	25.6524763	24.81655715	26.27238005	23.25317924	21.50736494	19.87064466	22.04843233	22.80817392	20.8672546
Slc25a5	29.7279976	29.60018768	28.38520961	27.84702972	29.74392239	30.80938949	30.03721522	30.58763584	28.39966309	28.98831465	29.00388879	28.37256228	28.53534326	29.0102798	28.18494335	28.62233484	28.46583254	26.5226645
Slc29a1	24.38778333	24.23044679	21.89167247	20.88717896	23.63854109	22.83774726	23.42649614	23.89226561	21.74898717	20.46513192	22.35606074	19.924366	19.54442115	19.54442115	19.54442115	21.77715898	21.77060099	19.54442115
Slc3a2	28.67633515	27.42686399	27.22811775	26.54948411	29.16987776	29.55323586	28.94790331	29.58087864	27.60604334	27.30129677	27.7920969	27.63775374	28.03857635	27.72318732	27.17845165	27.22921855	27.35405388	25.0258891
Slc7a1	20.1535075	20.1535075	20.79914879	21.0950673	25.32937153	24.06027439	24.71727604	25.69723591	22.53518898	20.1535075	22.62938686	21.66322973	23.86674541	22.79040498	20.1535075	21.78232799	21.65979386	20.29502003
Slc7a5	26.52212568	26.01903141	24.32099771	24.6798151	25.08001464	25.51941358	25.08131569	24.43237062	23.57934356	23.55683906	24.24147233	24.3525225	26.46464907	26.81945934	26.12563592	22.85391867	22.68837838	20.69302406
Slirp	17.91957333	19.97645225	17.91957333	20.56727653	24.1806346	24.5608669	22.23365361	23.79540793	23.19145868	17.91957333	18.3012193	19.1383368	22.37967661	21.66192594	18.50187605	22.57482447	22.52166753	18.93338522
Smarca4	23.15763004	23.77876376	18.17971475	23.51508765	25.84911967	25.70883046	26.16574413	26.96344893	24.60924593	23.90527167	25.54836734	23.84737626	24.15406404	22.42483161	21.76664375	23.8307442	24.43987044	21.94016302
Smarca5	28.5671416	27.67296814	25.33234556	26.32699131	28.71010571	28.70272786	29.02250137	29.53077476	27.25574912	26.36299096	26.92206968	26.60611396	27.93139949	28.09491634	27.36427749	27.32877257	27.35237095	24.69482078
Smarcc1	25.67457181	23.93714821	17.63566145	23.96604843	24.173485	24.12368381	25.77157853	26.22284059	21.92600347	22.89860803	24.18608703	20.91597563	23.08345985	23.21618634	23.98719808	22.05781461	22.60347332	20.58315991
Smc1a	26.35114117	25.67919765	20.73024125	24.01469682	26.14166516	26.23229634	26.2932843	26.32517354	24.5686571	24.23695548	23.81538486	23.48763006	22.5803331	24.84747184	25.64465947	23.99912125	23.95278176	21.64662726
Smc2	26.73117399	26.79228312	22.00415462	23.93228974	25.90987862	25.90393957	26.41454589	27.0910363	24.72009768	24.160695	24.8534333	23.71523475	22.00415462	25.5535618	25.94886696	24.0143563	24.34780031	22.00415462
Smc3	26.26804835	26.27200622	25.00264473	24.67287375	26.83749705	26.16505404	26.54059952	27.16920876	24.51189498	23.93436109	24.50591232	23.81597112	26.24758756	26.43574401	26.50285098	24.40574499	24.95925345	22.49689765
Smc4	27.80796273	27.32740257	21.66309941	24.75654003	24.46942371	25.36309125	24.91802501	26.03904722	22.00199225	20.56709081	23.30619078	22.57549401	25.65559121	26.73363251	26.20970204	22.3741671	22.51602604	20.56709081
Smchd1	24.56110005	24.24307168	22.02340378	20.36088994	23.93427109	23.69763362	23.22312793	24.07087434	21.13326516	20.1948434	21.22163904	21.58371084	19.9756129	22.82815043	24.5406143	21.44500878	22.18694844	19.74119704
Smu1	21.94995349	24.14258076	22.31204868	22.43247258	24.44366901	25.01877679	24.98789197	25.13703928	22.55588006	22.83595632	22.62542347	22.0796892	24.35937585	24.54557161	23.72014988	22.54538308	22.76379023	19.54173945
Snd1	26.90839042	26.47348603	25.12601026	25.71279712	28.3965635	28.55599851	28.54451077	29.12770345	27.03023235	26.10399608	26.02502311	26.47705823	27.42726373	26.91433403	26.82808262	26.17801466	26.37213879	24.04059475
Snrnp200	27.63616392	26.93010259	24.17592289	24.99204835	27.68652286	27.38697799	27.76490145	27.91638574	25.66030541	26.01286558	25.29267016	24.96362532	25.96258875	25.6676322	26.58763584	25.06241709	25.04710127	23.03711256
Snrnp70	24.97840882	25.14468251	20.01957444	24.19467811	26.38906437	25.86145423	26.79525928	26.84493673	23.18746202	23.766482	25.01145864	23.53480916	27.62254431	23.54474658	24.92157039	22.25626398	23.82822793	21.0379839
Snrpa	25.37354995	24.79600237	23.77866351	23.52623654	26.37288604	25.18986135	26.67182156	26.68605527	22.73551884	23.88762522	23.17414059	21.60403917	25.41157512	26.11113933	26.1890507	23.6180691	24.14546016	20.74328619
Snrpa1	25.67036342	25.27561587	24.19159423	21.54820857	25.08330564	24.95597691	26.37150747	25.86888942	24.42847826	22.84418012	23.69008496	23.89458022	24.96088893	25.61792902	25.84105368	22.34009023	23.08561704	20.12376273
Snrpb;Snrpn	24.7720318	24.96978524	25.75938759	22.09886226	26.67209143	26.48222302	27.64023865	27.55705825	24.21341516	24.29347726	25.34671877	24.86980731	24.83788197	24.86632094	24.2584654	24.61279292	24.32429813	22.4816812
Snrpb2	25.4077234	24.00504608	22.71647034	24.04726772	19.83344913	16.1283166	22.11085667	22.72065091	16.1283166	17.48061667	16.1283166	20.39707294	26.53500205	25.54916092	26.06814962	17.64653058	18.88360387	16.1283166
Snrpd1	20.88367844	23.01875982	19.787893	19.787893	27.79532122	28.1809665	27.47220035	28.86888353	27.93359593	25.00975141	26.37810603	26.48965249	19.787893	19.787893	19.787893	25.80663595	25.93521578	23.82133413
Snrpd2	28.05682704	27.53689992	23.9542027	26.17634149	27.21734066	27.02347993	27.39050828	27.28233099	23.0560456	25.44723687	25.6278963	26.40303244	25.24742458	27.28736012	27.25493864	25.05221081	24.27497639	22.57260587
Snrpd3	26.56991759	26.78331761	24.80602129	24.36071583	26.71227236	26.54352289	27.20013396	27.7209718	25.18105184	24.52193106	25.35386886	25.32529365	24.97565663	26.68552069	25.73329633	24.6276737	24.74581135	22.87522739
Snrpf	20.59623344	24.37570553	23.49338347	23.3454334	25.45531869	25.51011486	25.68552069	26.29205576	23.9627873	23.01746906	23.44682686	24.07577813	26.71659593	26.80267294	26.17354219	23.16813772	23.4671239	20.59623344
Snw1	25.03389076	24.93804613	18.78068714	21.81643996	24.83035737	24.81670362	25.00328834	25.17812867	22.54453435	22.45986482	22.8160102	23.18277259	22.36916919	23.21874532	23.40210543	21.79284906	21.89681723	19.63238112
Snx1	20.32860481	18.61518419	18.61518419	20.44536248	23.61739662	23.23073995	24.81303742	25.33725466	23.13874302	21.53126722	23.03192394	18.61518419	22.03509978	20.17657737	18.61518419	21.68931725	22.61623024	20.0395242
Snx2	26.16332736	26.26456287	21.23520321	22.32698788	26.37668277	26.94949048	26.81689888	27.36151923	25.09820368	24.10565535	24.75072579	23.12661689	24.3063994	23.54557161	23.74857778	23.25378517	23.97088246	21.23520321
Snx3	25.04084554	24.44411152	17.08212825	21.49550764	24.33864934	24.63549982	24.97696785	25.20914425	23.14153653	21.18046768	20.36773041	20.79717071	17.08212825	21.83302441	23.42226705	19.12658853	19.26833182	17.08212825
Snx5	25.63200829	25.4211115	22.4429607	24.20605389	25.84871386	26.1694764	26.68378194	27.12711303	25.33905729	22.85866857	23.5088161	24.66887676	22.04503571	23.33688025	23.99533035	23.49387206	23.7430396	20.64385619
Snx6	21.97662705	21.72313262	18.17708857	18.17708857	21.3117993	22.21812448	22.44230268	22.82481427	21.01903141	18.44568578	18.47346002	19.48461445	18.17708857	18.17708857	20.2471348	18.63275386	20.23992944	18.17708857
Sod1	28.4778457	28.70592737	25.02976913	25.3321065	27.63941082	27.84409868	28.85052123	28.12775264	26.16491981	25.68976513	26.35981148	26.08545495	26.72754326	26.80069969	26.48520554	25.22376134	26.07269477	23.25281844
Sod2	25.37802332	25.09514781	23.65348801	22.50037898	25.77698335	24.87380155	25.71408198	26.16651051	23.55391329	23.90738215	23.93786659	24.18684268	25.47249476	25.78306777	23.24429182	24.19693045	24.35904066	21.87938432
Son	23.84095767	22.88097277	20.77458762	22.88302581	24.60676349	24.93791148	24.63123124	25.10729275	22.68157472	20.77458762	23.20882435	21.19958369	23.53029107	25.1086492	23.9457453	23.35555005	23.35702787	20.77458762
Spcs2	23.52886136	21.34272361	15.85389431	21.1713332	25.19253513	24.84105368	24.65638253	25.44994634	24.4373325	20.7101977	20.94148898	15.85389431	21.39393505	18.4765089	15.85389431	23.40431626	23.39427532	20.71615631
Spock2	27.78830533	27.08739874	26.51071854	28.43157386	23.52933809	23.28799413	20.54839674	20.64491246	21.57984992	20.54839674	20.54839674	22.90974589	28.00907863	20.54839674	29.04864019	24.10741249	23.66318629	21.45848872
Sptan1	24.70783051	24.45963973	21.75029645	23.1260339	25.4762085	24.99545974	24.85671351	25.88959921	22.7720318	22.1377429	20.02472306	20.02472306	25.07422706	26.06775996	27.57058362	22.48145949	23.01026379	20.41998075
Sptbn1	26.94659327	27.17197831	23.45437762	22.86712261	25.01720567	24.97114567	25.41218915	25.22527011	22.55754036	25.95783748	22.32501223	23.70809372	24.83441395	25.130377	25.79595284	21.63626351	21.62983151	20.1200961
Sri	23.73200259	23.18726568	21.85935127	22.34886752	23.70535396	23.34109528	24.56546472	24.76253371	20.49052187	21.92868029	23.71492045	21.65621884	23.84852285	25.50500369	24.01239675	21.38932044	22.98142583	20.49052187
Srm	24.17462828	23.23472097	25.5453654	22.29229804	26.79662131	26.71894879	27.50990352	28.11247228	25.51812317	24.56633607	25.39027866	24.27887989	24.19685543	25.54052562	25.22243527	24.53658872	23.95925345	22.01767294
Srp68	23.80734863	22.91821614	16.0221944	22.77323984	25.10649425	26.82662878	25.16123339	26.04147234	25.19053968	20.80199248	22.8330051	21.41022981	22.30708071	22.79659656	22.37705692	23.51123147	24.0661181	21.5417489
Srprb	27.05827304	26.49782054	23.71051303	24.49344455	25.18468802	26.17180656	24.50966194	25.27063467	22.33196987	23.77444686	22.66903902	24.05490368	25.63522302	26.64526438	26.00896113	23.05951544	22.63302891	20.24597508
Srrm1	24.31817261	23.61582627	22.32564363	23.07213457	25.15302036	24.63660648	23.68538701	23.61974893	22.6946614	22.02482449	21.73247882	18.95409973	25.25850134	26.41905492	25.94462878	22.48736019	21.5008166	19.68212362
Srrm2	27.10838998	25.79270512	24.6004252	24.07675689	25.0163557	24.53552125	26.64375162	27.10729275	22.75395202	22.84947764	24.86235321	24.75128784	24.67039044	25.69513949	23.78745863	22.98043248	23.93912291	19.40748354
Srrt	26.90529463	26.56118747	24.29970831	25.13492636	25.13848524	25.60416363	26.11582902	25.95160399	23.43898267	22.58410095	23.80173598	23.65534554	27.17550417	27.46629943	26.98413662	23.73334805	23.66990407	21.51074872
Srsf1	27.55259476	27.44173932	25.79210932	25.95409174	28.55983182	28.73000797	28.84215134	29.17588483	27.08931971	26.94156509	27.36694714	27.18044491	27.20321834	27.41924785	27.38779976	26.91376359	26.78381716	24.58714938
Srsf10	23.81665479	24.99688237	18.59419337	18.59419337	24.94471814	25.3414686	24.82031182	26.04418531	22.82722019	18.59419337	21.83190408	23.19952378	21.87938432	22.10171797	22.72866458	23.41635119	23.53433423	21.08738255
Srsf2	27.7104342	27.83466711	27.68919192	24.73572541	27.65225745	27.5899943	28.56536302	28.53675174	25.76483819	26.34022949	26.89839122	26.192648	27.75608187	27.67593152	27.65328299	25.72777694	26.24825739	23.59741609
Srsf3	24.9517596	24.71140609	23.3357905	25.33173075	27.86407862	28.15634205	28.6416173	29.1414118	27.13320243	25.58749278	26.86620301	25.74491368	23.87004257	23.49130509	23.88874028	26.86879524	27.01573916	24.34014458
Srsf4	21.30206767	22.61508538	22.39811739	21.36975495	21.87203605	19.07370749	21.73925321	22.18228765	21.82722019	20.44667544	23.34068791	21.23992944	24.47654845	24.53136242	24.01954051	20.52056497	20.54462868	18.33712533
Srsf5	23.83797819	25.34357096	21.72008724	22.13611624	25.64485197	26.47503352	26.32350809	27.02316263	25.65837254	24.89337708	25.08204701	24.36859651	22.09310158	23.89458022	23.07360617	23.95757183	24.26956503	21.72008724
Srsf6	25.25331632	25.62558511	22.29204522	22.85737815	26.3115187	26.93943681	26.2642765	26.76205209	25.35023079	24.88590449	25.4872007	25.24843837	23.77082276	24.43453559	24.12305226	24.75343182	24.47419808	22.58332062
Srsf7	27.97465055	27.98250553	23.89495021	25.09111703	28.10534563	28.42153692	28.16911317	28.99264269	26.97377513	26.1074524	27.08466454	26.13386874	25.11660255	25.88485709	25.94719548	26.44739454	26.61357996	24.05390998
Srsf9	23.91159387	24.26749481	19.37443247	22.31895868	24.24256299	24.74627279	24.44827715	25.15722911	22.29656114	19.37443247	22.70087485	22.65226293	23.68827166	25.14261971	24.11163684	20.20215731	19.37443247	19.60231828
Ssb	27.67283329	27.48684791	24.80562777	26.38258181	27.89469585	27.7050375	28.35157087	28.56037861	26.08557652	24.44322636	26.05577261	24.99731319	27.00560296	27.06208765	27.12188712	25.41509417	25.5251315	23.09253715
Ssbp1	25.07744978	24.75363584	19.8661832	23.08658915	24.45500507	24.18033109	23.59069395	24.44966303	22.36209472	21.61768806	21.85885824	21.14345297	23.26985035	25.41060507	24.86980731	21.97053144	21.97228569	19.8661832
Ssr1	24.69296023	24.77665712	22.2198976	22.89810978	26.34106134	25.35087149	26.45137778	27.0050675	23.74929414	23.77856326	24.31035761	22.92277747	25.29733108	24.74432348	23.58566035	24.90884849	24.93840515	22.89091216
Ssr4	24.04176475	24.24851076	24.14055396	22.42478036	26.31563565	26.11848505	26.89538945	26.97847429	24.93759724	23.39936973	24.14070997	22.17505486	21.19790537	21.81905485	22.60936994	24.97276774	25.14546016	22.74429268
Ssrp1	27.00002442	26.53963854	22.66014217	25.35343143	28.14981696	27.26158909	28.05548303	28.31003684	26.26654794	26.13004308	25.52683351	26.02753517	22.77434631	23.93687872	23.13991414	26.10882863	26.42180173	24.06652874
St13	27.51795803	27.70378416	23.45851375	24.08188453	27.82304852	27.43753887	28.75295991	28.8996017	26.0752681	26.44729994	26.99862641	26.40238197	25.30935173	26.06326094	25.05461392	25.44657449	26.00513177	23.38324127
Stat5a;Stat5b	22.91406025	24.84814075	17.02345116	23.28121692	24.51195529	24.15313636	24.10781154	25.23041014	20.72309095	17.02345116	23.68281803	23.57830727	24.21141126	24.20157416	24.56377861	22.33535437	22.38041667	20.55084071
Stip1	29.44965122	29.27601984	27.29184505	26.84720897	28.81720394	28.67626788	29.82823398	29.94586806	27.14335955	27.45654117	27.93404607	27.96851141	27.57188582	27.61897925	28.07342026	26.63574889	26.86820651	24.34962355
Stk10	22.92527916	24.88427488	20.64279914	20.43695142	24.41931215	27.16211746	25.11064165	25.96400007	25.54942535	19.18983421	27.15083391	17.75068082	17.75068082	24.05075872	23.92488063	21.16870394	24.80479119	17.75068082
Stmn1	25.47444567	25.43237062	23.12880492	24.24829359	25.78999723	26.2871311	26.00611682	25.50029996	21.24219953	23.82561022	23.69253463	24.76349647	26.90184706	26.06892864	26.1457711	23.11380002	21.24823567	21.24219953
Stoml2	26.04853626	25.25583914	21.79554665	24.69513949	25.76430671	25.76192532	25.99707626	26.20746957	24.97478182	22.7211935	23.40340633	23.72359096	27.0305481	26.93820321	25.78029165	24.82866375	23.99515779	22.10591107
Strap	27.05071721	26.31044429	23.82279331	23.8681594	26.61540536	26.49342928	27.34747931	27.47467774	26.03950747	24.52504186	25.19681791	25.15753753	22.55982891	24.22501263	25.49780531	23.85623858	24.34184183	21.9612688
Stt3a	25.57796167	25.19813026	22.11426087	23.96851141	26.70411409	25.20556925	26.01205569	26.83930049	23.25068066	24.61391713	24.55631286	24.78780733	25.4096991	24.54002301	24.71560135	24.45525597	24.26842321	22.01450954
Sub1	26.61610682	26.86431482	24.05084174	24.46407256	24.94360083	23.24796053	25.38409811	26.01548396	22.69701845	24.91136529	24.06972771	25.24325332	24.40282107	25.66451608	25.15209201	22.89106054	22.67613873	20.18725057
Sucla2	26.02633246	25.94859965	22.19427232	23.87502111	26.10255516	25.24861933	24.50312404	24.41280292	21.94352929	22.28695138	21.80234754	22.17310371	21.30808123	25.72437188	24.79758633	23.02301453	22.10699736	21.30808123
Suclg1	26.74046841	26.8059967	23.90472061	23.87539615	26.1049359	26.50092294	26.23812247	26.67330519	25.08452263	24.55993391	24.91670464	25.03959113	26.38244988	26.04495653	25.7976358	24.80380634	24.68051277	21.51205177
Suclg2	25.68594837	24.82769508	24.15267229	22.54966624	26.48769139	26.58477193	26.42316516	26.52981466	24.99701163	24.48566621	25.21870837	24.46538107	25.56517415	25.88846159	24.94904513	24.19016287	24.10229485	21.98304508
Sugt1	23.28489186	23.70714593	23.56325494	21.32915251	21.51600198	23.34258798	22.19367093	22.83244504	22.57288338	21.60688771	21.66761054	22.09113317	25.27685848	24.09820368	18.61324271	18.61324271	18.61324271	18.61324271
Sumo1	22.42930866	21.89796212	22.67529895	22.30343406	24.4724018	19.58152426	25.30100015	25.14382661	22.69720939	16.61050583	18.67044879	20.57181929	25.42943637	24.32786509	24.49197784	21.27906415	21.49022805	16.61050583
Sumo2	27.93021541	27.79010912	21.67219396	24.35130969	26.85150449	26.32795072	27.25124069	27.07152914	24.85524072	25.02559346	25.37553983	25.11199495	26.64388921	25.85787643	25.39270418	23.37650062	24.00341703	22.13986732
Sun2	22.60163842	21.93070269	20.26178275	20.18555784	24.17027901	21.56499978	20.60684254	21.83634166	17.33498901	15.59744155	15.59744155	15.59744155	22.46348646	21.53164798	21.82197635	19.40060013	19.90718408	18.08576289
Supt16h	28.07520688	27.57909895	25.49494028	26.04174386	28.46400242	28.20340506	28.23429887	28.82526447	26.24430634	26.72129782	26.71148487	27.1786416	26.09988969	26.34375732	26.05540028	26.43402648	26.62156654	24.33360852
Surf6	22.60043654	22.90661173	20.15881675	20.90404067	20.65648073	22.0053888	20.23818079	22.5392658	20.17108882	17.54117226	17.54117226	19.01424391	24.376898	24.11227341	23.21366731	19.32036427	19.56130286	17.54117226
Sympk	21.36147907	22.64983155	20.46881493	17.01802627	22.68859182	22.017571	23.57276776	23.62989819	19.82080846	19.91349427	20.49277249	17.01802627	23.95091466	17.01802627	17.01802627	20.61216298	21.05065909	18.16692802
Syncrip	28.1075422	28.12450244	25.72803654	26.4040076	28.71976486	28.63999725	29.81151934	29.69388416	27.34638063	27.31682703	27.38038695	27.25124069	25.13006272	25.94911194	24.93898835	26.99431632	27.21076125	24.91072507
Tagln2	28.02374429	27.85893173	25.85863538	26.1367069	28.39509294	26.96730244	29.02194568	29.30997181	26.77693316	26.67128168	27.42229913	27.44316311	27.03506621	27.07928229	26.43872892	25.9881521	26.2164158	23.82493078
Taldo1	26.55087886	26.43891924	23.90260623	24.42592017	26.54009693	26.28128768	27.29438909	27.17359937	24.79024587	24.12083966	24.60246554	23.88166366	25.08970359	26.6243584	26.23046512	23.86088616	23.71366256	20.71556993
Tapbp	25.74901276	25.18271956	21.68384617	22.54141807	24.69061785	25.14658701	25.14786821	25.05783939	21.21193106	22.22661563	22.83999722	22.67277666	25.24023524	25.05262543	24.45669782	23.52814597	23.23590437	20.37517522
Tardbp	27.34121408	27.05486229	25.55637133	26.12827396	27.82317003	27.98239673	27.77228356	28.47266518	26.42676804	26.38584318	26.70226549	26.5927766	25.95692964	27.23617087	27.34240148	26.0714473	26.49213069	23.92840922
Tars	24.16714247	23.64185154	19.43831267	23.77253527	23.84469734	18.6731089	26.04178563	26.379974	24.21719272	23.55707286	24.28312623	23.76718952	25.50476129	24.50263857	25.00718677	22.61072209	22.69110793	20.80057133
Tcea1	25.90115655	25.55955471	21.51325725	23.53753693	25.26384685	25.52477292	25.99909973	25.82636209	23.73127759	22.22216991	24.24423374	23.52241008	25.83874768	24.90292818	24.89152415	22.94581673	22.40462811	19.50635795
Tceb1	24.56685862	24.54751448	21.60995603	23.45022959	24.79183616	26.19648026	27.35481057	27.27781634	24.97888883	24.60941504	24.88753226	24.57761599	21.56155459	24.19955374	25.07573733	23.56290571	23.71931445	21.56155459
Tceb2	26.00056176	26.46134267	21.01726515	22.09123004	22.9315325	19.27993698	19.27993698	23.8856718	21.98050221	22.40610845	22.86081041	22.85659954	20.96289318	23.21345966	22.51101425	21.22499791	21.08848288	19.27993698
Tcof1	25.19925417	25.41096083	21.41235069	23.58909425	24.86891296	25.12939465	25.06488549	25.52016329	23.4603899	22.67161103	22.92943902	23.48074485	19.2807753	23.17616645	22.9870072	22.51053143	22.40652371	19.95957185
Tcp1	29.25523136	29.22905807	26.20256463	26.94659327	29.54500814	29.96388986	30.27963275	30.60928821	28.73563504	27.57801928	28.74608695	28.26015375	27.99258867	27.64313231	27.58556007	27.61435253	27.56652479	25.52901035
Tecr	26.05032281	26.15940589	18.62288832	18.62288832	24.57357693	26.13864147	25.45813823	25.77054554	20.89519065	22.55765721	24.261338	24.97110181	25.82347376	22.05642604	21.74607798	23.06017542	23.14547571	20.92346677
Tfrc	28.57141572	28.08532325	24.45701108	26.51987844	28.22131083	27.81580015	29.2348927	29.3106003	26.24575753	26.72987835	27.64725606	27.1669127	27.08263586	27.72442392	27.63885867	26.32443549	26.62937018	23.80311655
Thrap3	25.5431541	25.67457181	22.61344507	24.56958447	27.6283275	27.55683906	27.66343063	27.55354715	25.7965223	25.0709562	25.67529895	25.50754642	25.67354782	26.78556422	25.52426479	24.94266161	25.19441511	22.89074521
Timm13	25.85673725	24.49637351	21.12742008	23.13168053	25.74059708	25.55984641	25.61000674	25.93483348	23.88091673	23.47010673	23.7691082	24.81792361	22.41110958	23.48173046	22.32514951	23.52013331	23.49704389	21.21626036
Timm44	22.90437149	22.40616036	20.17365274	19.50721007	22.45886415	22.91663175	23.71879205	23.0212362	20.87770052	19.50721007	23.84632442	21.10878477	19.50721007	24.74483671	24.40652371	22.78208799	22.65151861	19.7356717
Timm50	25.95825799	25.87006609	21.07443941	24.26004604	26.13061267	26.59775706	26.75671817	26.71109096	24.42515186	24.09603307	24.93183905	21.90532677	23.51111079	25.07504362	23.8117643	24.66730735	24.80000841	22.07280515
Timm8a1	24.58892275	25.12186736	19.79504719	22.58817934	25.24310801	25.98698117	24.69258783	26.16903669	20.75711	23.47494072	23.66340348	23.6798151	19.60008713	19.60008713	19.60008713	23.58806494	23.53848451	21.24365283
