miRNA	I.0.1	I.0.2	I.0.4	I.2.1	I.2.2	I.2.4	I.6.1	I.6.2	I.6.4	I.12.1	I.12.2	I.12.4	I.18.1	I.18.2	I.18.4	I.24.1	I.24.2	I.24.4
mmu-miR-3112-5p	1.46110644	0.655715365	0.655715365	1.406048353	2.216506102	1.307012982	1.411655855	2.206833843	1.552722602	1.021604315	1.006267471	0.652391525	1.325246481	0.949204249	1.161625744	1.297104454	1.284624792	1.717848608
mmu-miR-3112-3p	1.490411222	1.739052795	1.403725846	2.216525359	1.683338494	1.967312202	1.287478587	2.03238731	1.988354067	1.204271444	1.709716923	1.595948728	1.2450435	1.771162366	1.886696408	0.88590088	1.159546889	0.923745965
mmu-miR-1843b-5p	4.01247907	3.847209615	4.772580246	4.794726565	3.993620076	3.266378125	3.760525043	4.182611951	3.554849809	4.898037046	3.873057856	3.364651655	4.245301099	4.286970987	4.589863365	3.247671485	3.709999522	4.763423061
mmu-miR-5104	0.808601391	0.458819059	0.686479554	0.69258566	0.85362908	0.45963711	0.896519043	0.459235608	0.697867096	0.597552972	0.69481112	1.10226256	0.516415802	1.22374527	1.36566066	1.740420792	1.537906958	1.302398559
mmu-miR-5114	2.176256121	2.897570606	2.02887473	2.491146969	2.694986186	3.054459223	1.968430873	2.511477887	2.073772446	2.310971577	2.44628433	1.174926821	2.115312821	2.229461447	2.399933571	2.096182821	2.487825337	2.335592204
mmu-miR-5121	0.814924822	0.775103722	1.224525674	0.583847087	0.562274956	0.363407561	0.37567044	0.37567044	1.297706957	0.841056348	0.954969141	0.373606063	0.988844598	2.146959881	1.631821149	1.637989065	1.670770583	2.169505603
mmu-miR-3473d	4.602326352	5.081355724	4.268920894	4.975514254	5.124642446	5.111319698	5.372893525	4.783560433	5.339636517	4.839437065	5.375293893	4.717484385	5.120629926	5.114144656	4.632880061	4.752734177	4.786611158	4.60454359
mmu-miR-5123	2.28516515	2.43356392	1.899111267	2.057382935	2.801132682	3.157715405	3.24745231	2.677130709	2.708827944	2.58837596	2.676082908	2.518510704	3.068620528	3.077961188	2.624554932	2.438602758	3.033770196	2.68766573
mmu-miR-5128	4.956183864	4.941592411	4.671953629	6.171605847	5.832127731	5.711462959	5.974984633	6.1832067	5.889485424	5.743874018	5.848759955	5.157585821	5.503077122	6.143472021	5.538268259	5.0562371	5.737392463	5.809731324
mmu-miR-5129-3p	0.891330096	0.819898952	1.010357681	1.206630154	0.612403319	0.388809045	1.463500121	1.571931306	0.944435602	1.070136259	1.460552887	1.496956699	1.420879952	1.364752831	0.556916835	1.29233703	1.626109753	1.376977417
mmu-miR-5615-5p	1.475112522	0.991154849	1.316578864	1.473984216	2.229585801	1.858120459	1.011973131	1.788856853	2.119559588	1.899787851	2.079481621	2.850089236	1.227469279	1.676210284	2.087269117	1.669664715	1.519974038	1.758810275
mmu-miR-5622-5p	1.265894084	0.540810931	1.145150295	1.304037968	1.497842345	1.660562343	1.305689431	1.684980607	1.686391976	1.027517894	1.590123225	1.630585818	1.400539228	1.810130545	1.556418431	1.196081343	1.981174861	1.108013382
mmu-miR-5624-3p	1.698539908	1.346835582	1.490147116	2.50308592	1.558361341	1.274209745	1.867239466	2.048947374	1.937450447	1.930989774	1.97543052	1.686093064	0.655700933	0.618404786	2.031796847	1.263926532	1.682342596	1.575706768
mmu-miR-5627-3p	1.569039259	1.739706342	1.388414432	1.409642037	1.198159024	1.81338852	1.274340145	1.119240602	1.523712435	1.373989309	0.827884254	1.607359539	1.25492188	0.796569238	1.82146188	0.495043078	1.325484083	1.373957614
mmu-miR-6240	1.894709851	1.248540778	1.992366754	2.637037299	2.353460725	2.445800735	1.958023327	2.301953564	2.389153592	1.443038464	2.158057983	2.166004893	2.381505294	2.403350615	2.679228494	3.640567913	3.354628639	2.95585921
mmu-let-7j	6.246678302	6.264833666	5.501048077	5.540598272	6.294571122	7.456348002	7.742856199	6.264981805	6.955736181	5.699749309	6.275555124	7.995773823	6.767890929	7.03022187	6.762713778	8.21271151	7.482601817	6.657678608
mmu-miR-6399	4.76543883	5.030429446	4.316258305	4.804364352	5.133083354	5.673542347	5.772158559	5.328524337	5.236427086	4.443617621	5.178701673	5.578617524	4.494147433	4.76893824	4.569173864	4.972361504	4.077219938	4.133755642
mmu-miR-6537-3p	2.567670182	2.516717813	1.925818161	2.136270875	2.680366556	2.814657898	2.230495653	2.105224452	2.998649945	2.875748903	2.800019498	1.636890487	2.845441452	3.385777716	2.619347237	2.772878612	2.52582688	3.243486939
mmu-miR-6911-3p	1.585363237	1.497154764	1.910835011	1.806091986	1.593545088	1.412704304	1.804390962	1.359063062	1.889114363	2.836550602	2.047283293	2.457556057	2.0526498	0.716809555	1.54678996	0.721125056	1.996440822	1.871644204
mmu-miR-6913-3p	1.40521841	1.223886504	1.692602562	1.953222952	2.067942753	1.173078751	1.570550828	2.026208991	2.094960563	1.882323644	2.101431332	1.443210783	1.222455324	1.109611856	1.709139394	1.171344845	1.756981845	1.522958837
mmu-miR-6918-5p	0.632255094	1.658733167	0.856666777	0.865602907	1.264190166	0.802469365	1.199856598	1.170294393	1.14014573	0.923229139	1.29332143	1.512366032	1.05925478	0.438420314	0.632159952	0.438324119	0.893329416	1.151497197
mmu-miR-6932-5p	1.157735249	1.287483625	1.428991024	1.573924573	1.253981281	1.450469363	0.582227982	1.674622336	1.59119646	1.689283785	1.702422141	1.201523769	1.352764972	2.596288826	1.088208453	1.21244431	1.49763002	1.629537898
mmu-miR-6936-3p	0.719883974	1.445152564	1.665750281	1.687276169	1.024979928	0.851029629	1.678599848	0.492001283	0.692767088	1.522355664	1.174753913	1.109347161	1.712382917	1.231297493	0.860992216	1.116908711	0.735046096	1.524331743
mmu-miR-6937-3p	1.479797111	0.47835906	1.242841364	1.75976251	0.870597704	1.608556916	1.773113594	1.549854554	0.872220692	0.486780486	1.388138108	0.486780486	0.84683371	1.259813855	1.61712797	1.396692973	0.731716674	1.350905045
mmu-miR-6944-3p	0.781139186	0.651443313	0.865224204	1.389793411	1.037971661	1.015429445	0.66526325	1.363835504	1.170486822	0.789180693	1.113617388	0.657812235	1.046174676	1.182974774	0.847045597	0.670111052	1.571711683	1.349045248
mmu-miR-6948-3p	2.614374838	3.334099498	3.351393592	3.543272833	3.364529343	3.148282349	2.141920746	2.770039665	3.6055093	3.707062085	3.710938229	3.004298808	2.993607169	2.72746751	2.689687271	2.175838437	2.418133137	3.15304178
mmu-miR-6960-5p	0.909703425	1.616743296	2.340994846	1.975471402	1.690836879	2.066586883	1.389984481	1.46819245	1.409797709	2.209471687	2.254334619	1.713632746	2.271773277	0.957818167	1.988709417	1.002829634	1.693895895	1.470351344
mmu-miR-6974-5p	1.451324196	0.783742846	1.665029319	0.972651593	2.328555918	1.291436148	1.15608015	1.354314599	1.528283616	0.646271815	1.584010785	0.362220851	0.959602191	0.697207313	0.932394193	0.409768315	0.409768315	0.639745676
mmu-miR-6988-3p	1.314282237	1.162961019	1.347646066	1.7812614	1.698207135	1.647228615	0.730466691	0.730466691	1.760398516	1.152061401	0.699867941	0.754692588	2.219010129	1.493755306	1.386685747	1.651038365	1.385449417	1.463859079
mmu-miR-6989-3p	0.95352904	1.807266779	1.499328793	0.968166684	0.690458789	0.690458789	0.564525424	1.709785959	1.551291585	1.408743812	1.906080787	1.78083153	1.647749952	1.193204911	1.477677179	1.389483988	0.899064734	1.285504499
mmu-miR-6990-5p	0.655900516	0.486339731	1.37549842	0.770788655	0.960721574	0.496051578	0.482500479	0.697062959	0.960980429	1.390736534	0.496793086	1.232087135	0.66684412	0.838693844	1.100039546	0.506732052	0.799994425	0.762288802
mmu-miR-6992-5p	2.78117829	2.74727306	2.70895853	2.886419005	3.393328904	2.667454627	3.521485846	3.806501845	3.405448656	3.351856696	3.035405124	3.10759532	3.027857923	3.082879069	2.404012112	2.23909395	2.027796786	2.669335802
mmu-miR-6992-3p	1.128985474	1.203307504	1.209002374	1.011075243	0.986288218	1.160080209	0.767200202	1.141027381	0.991695324	1.591423771	1.220140485	0.74425856	1.6584406	1.538241075	1.425399429	1.663024175	1.562396371	2.0985245
mmu-miR-6996-5p	1.691931234	1.832383452	2.436779241	2.314463986	1.96106017	1.716166177	1.376007196	1.991149628	1.477621747	1.68852098	1.549557613	1.690213135	1.224459593	1.373511811	1.397515292	0.977436667	1.071234331	1.181885002
mmu-miR-6997-3p	0.937089814	0.900321989	0.500689542	0.915985789	0.877882712	0.855014762	2.090146931	0.842823335	1.174269066	0.506934832	1.242774145	1.120989287	0.86562823	0.501354556	1.134646899	1.380915043	1.433971747	1.566200766
mmu-miR-7012-5p	1.24988944	1.444091118	1.331288566	1.346840534	0.851510254	1.724889803	1.481020658	1.190154372	1.554598169	1.373629067	1.411834239	0.470949811	1.753090682	1.216137552	1.456442085	1.541121554	1.093911747	1.297212982
mmu-miR-7015-3p	1.387937811	1.804930851	1.816172954	1.615581831	1.836662197	0.985848655	0.631734874	1.624631644	1.53615367	1.667793406	2.13583335	0.64543269	0.856708421	1.344278071	1.477443613	2.003807196	1.06637514	1.014034206
mmu-miR-7019-3p	1.647994533	1.020398083	1.339210161	2.027448579	1.280964237	1.841513689	1.897472124	1.301029156	0.963170656	1.587704981	1.593750403	1.096866392	1.813331793	0.584248065	0.919078938	1.283971926	1.093684342	1.612095887
mmu-miR-7054-5p	1.198805934	0.73465804	0.538759558	0.549375197	0.880643697	0.990881397	1.610925968	0.941054182	0.619763659	0.575877103	1.026716798	1.416839466	1.068753416	0.615026807	0.984424604	1.924371516	1.401336183	1.16086538
mmu-miR-7059-5p	1.5931669	0.616327824	1.459010307	1.030200474	1.410904213	1.851660544	1.612096135	1.708111303	1.414007639	1.084457629	1.40314947	1.647161561	1.322932753	0.892608865	0.792163911	2.14636759	1.663767644	1.313501656
mmu-miR-7064-5p	1.307785297	1.761855677	0.854234186	0.889008446	1.826752933	2.252527425	2.315638582	1.129379289	1.833067546	1.164986233	0.986753314	1.209289535	1.486565687	1.513426235	0.986918769	1.456380198	1.2251	1.008119036
mmu-miR-7068-3p	1.453348935	2.204846294	1.865144039	2.07944104	2.065639653	1.546987653	1.900284992	2.490649924	1.856816087	2.553385278	1.885661834	2.050188745	2.112320839	1.890168306	1.54661584	1.298228322	1.584412436	1.818451211
mmu-miR-7081-3p	1.489166222	1.912977155	1.827936731	2.055002017	1.015185773	1.382248194	2.132505968	2.492612844	1.379518253	2.479481419	2.01424834	1.537493534	1.29597103	1.895976919	1.600109191	2.217232803	1.793434169	1.765437016
mmu-miR-7082-3p	1.349543345	1.615130281	1.811468642	2.211979419	1.55856781	0.797773158	1.168986173	1.679802313	1.169476078	2.103469313	1.631983107	1.060103251	1.475796547	0.43454982	1.180354109	0.426154301	1.189945103	1.234528206
mmu-miR-7089-5p	1.20506583	1.923328647	1.52404053	1.542973029	1.345635193	1.800371857	0.95548775	1.253550007	1.884477306	1.65226539	1.142509726	0.526784648	1.109869068	1.065467265	1.173020936	1.167862408	0.767997857	1.229081175
mmu-miR-7091-5p	1.765872437	1.495635334	2.095306035	0.882767493	1.345501008	2.237222537	1.583706224	1.798950446	1.278600614	1.787306443	1.938159686	1.956360247	1.429424359	2.657704843	1.828340384	2.414594506	2.146321441	1.775866604
mmu-miR-7116-3p	2.392115219	1.777504642	1.992627237	1.437203303	2.309680204	2.849828307	2.357336049	2.272979631	2.381296917	1.706890543	2.071167647	1.638200608	1.514043943	0.848616988	1.96808344	1.855554334	1.773959472	1.760984264
mmu-miR-7237-3p	2.361140933	2.262989091	2.41132767	1.983931658	2.840793679	2.124833427	1.800204383	2.39260378	2.488576028	2.49175496	2.662061849	1.622926184	2.062136592	1.483676604	2.303244936	2.356354779	2.215326787	1.911712666
mmu-miR-7650-5p	1.505696241	0.734518498	1.439151073	1.93074207	1.142761221	0.323880093	0.323484253	1.35738341	1.198684868	0.804875217	0.833435827	0.322213982	0.887298049	0.864437338	0.972552867	0.3219328	1.115229811	0.533655072
mmu-miR-7651-5p	2.212865828	1.531560882	1.541425163	2.210393938	2.033408745	1.970173936	0.561219449	2.007581885	1.594437442	2.196974289	1.941408536	2.418594679	2.456461298	1.480595906	1.327278099	0.895865836	1.159637002	1.476775973
mmu-miR-219b-3p	1.988761556	2.411155028	2.306970252	2.27635286	1.426658284	2.462385207	1.73820449	1.994807681	1.940328319	1.837425041	1.289559096	2.433058566	2.1057168	2.111007811	2.072860304	2.241571085	1.974918621	2.052937918
mmu-miR-7036b-5p	1.575816066	1.284792329	2.083384587	1.15816672	1.252735284	1.461655997	1.316715799	1.286433459	1.689428053	1.691878427	2.223012611	1.624543832	1.883324945	2.185638743	1.554208489	2.000588192	2.077182196	1.393300661
mmu-miR-7653-3p	1.327559646	0.862727473	0.687097388	1.744596976	0.997450782	0.825904571	1.467215845	1.387617405	1.556232891	1.46754228	0.884485207	0.470150962	1.583614331	1.007401668	1.33360886	1.100577052	1.375300527	1.502369274
mmu-miR-7655-5p	3.107835867	2.121222694	1.911602944	2.879911254	2.603711438	2.420546666	2.442184869	2.71949903	2.298910744	2.085539157	1.96541299	2.58922177	2.113100896	1.88527678	2.183552592	1.571700467	1.360100194	1.114024949
mmu-miR-7661-3p	3.689886693	2.990012024	2.816001523	4.295577403	3.005947401	2.818329568	2.812738624	3.435387999	3.099606281	3.807688396	3.897090359	3.192685203	2.818675564	3.010795291	3.181796684	3.224558134	3.048383666	2.976250011
mmu-miR-7667-5p	1.067455975	1.176498915	1.025405449	1.991006509	1.599475343	1.071850616	0.84753899	1.75159555	1.364214921	1.929031065	1.625902146	2.133017377	1.513578548	1.181780738	1.641507451	0.783379978	1.071444339	1.645519027
mmu-miR-7667-3p	2.760605163	2.733376046	2.70766496	2.894764497	2.97396652	1.539134533	2.157809827	2.341666733	2.185891369	3.218197209	3.088451198	2.681318128	3.184950882	2.536445728	2.251753193	1.958433319	2.470030976	3.013926796
mmu-miR-7668-5p	1.043414036	1.225505351	1.233419078	0.731160565	0.709640524	1.139348675	0.934066231	1.108688259	1.227561515	0.890400052	1.026545521	2.141735859	0.869068309	1.42035304	1.013423246	1.388241483	1.567938223	1.463339866
mmu-miR-7670-3p	2.391833093	1.535032906	2.471934289	2.783151767	2.501791954	1.980655988	2.311585551	2.396119287	2.718870565	2.526155781	2.230230465	1.942950165	2.112910181	2.249298215	2.422793256	2.24383278	2.91539445	2.358476504
mmu-miR-1191b-5p	1.996525154	1.374125475	1.735691914	1.540396281	1.941364605	1.695384316	2.498938213	1.684814605	1.859189951	2.004239758	1.626681065	2.570722842	1.85015562	2.447175768	1.675386891	1.665439737	2.281166813	1.954190039
mmu-miR-7677-3p	1.324938196	0.947977381	1.119097195	0.767420319	1.077554871	1.415765438	1.560333405	1.477213177	1.761905619	1.841792381	1.297244345	1.598543339	1.533785452	1.467079751	1.189017503	0.54644395	1.819693562	1.09401171
mmu-miR-7679-3p	2.221426486	2.552462376	1.676479717	1.453313701	1.904900474	1.45332045	1.814281097	1.687149714	1.912915053	1.323232886	1.870983379	1.190426923	0.650086782	0.559311867	1.077255363	1.206041061	1.757051474	1.525876959
mmu-miR-7683-5p	1.439745869	1.70575048	1.394412969	0.943718848	1.055573183	1.153442578	0.557091456	0.868752691	1.601880407	2.497568339	1.509989652	0.586532101	1.440686993	2.09768092	2.133756717	1.427392208	1.81493349	2.167432131
mmu-miR-7687-5p	3.169240137	3.920874905	2.181698513	3.131017684	3.410358655	4.410586473	4.413290369	3.391936923	3.663356272	3.535745857	3.70092728	3.610050211	3.928462304	3.981745817	3.571758449	4.068719514	4.062399747	3.255953114
mmu-miR-1258-5p	1.750588225	1.159727379	0.976781478	1.981693025	1.685832384	1.638715411	1.500905608	1.941157989	1.35383246	1.9963932	1.911683344	1.385050024	2.03414901	1.980893448	0.95644086	2.543991385	1.384725509	1.154431126
mmu-miR-7689-3p	2.053659538	2.34815745	1.492013632	1.452245313	1.367427066	1.69657784	1.614717328	1.513824737	1.42528717	1.336231557	1.105566139	1.69838751	1.214551071	1.356023482	0.69212435	2.084065197	1.659947039	0.860148829
mmu-miR-1291	2.483373731	2.658231543	1.536871355	2.143691	2.526552049	3.858665403	4.19498325	2.820989519	3.110983355	2.225082354	2.943831331	4.543786934	3.24229	3.515752448	3.10938846	4.806014513	3.624784263	3.272295317
mmu-miR-8103	1.03261885	1.527879434	0.503661459	1.110261852	1.57860963	1.414181982	0.947435212	1.000385786	0.988159021	0.988007466	2.201960316	0.488176505	1.330782711	1.625241861	1.411591392	1.399144369	1.591753949	1.898626131
mmu-miR-8105	1.489094475	1.31239808	1.891633918	2.012521681	2.287889669	1.24382885	1.333953249	1.412709757	1.29529144	2.149878351	1.495881042	2.242675548	1.697158702	1.3329807	1.233782968	1.231577169	1.376735272	2.099725069
mmu-miR-3535	7.860875481	7.967113306	7.601555545	7.606688025	7.535830938	8.322034786	8.584265792	7.559159815	8.011595183	7.17504002	7.876094191	8.451778627	7.632340584	7.601849202	7.632160243	7.979552333	7.501608373	6.789546418
mmu-miR-8114	2.851809444	3.298832684	2.861219667	3.497496418	3.402729239	2.769749302	1.786708922	3.09709293	2.978708743	3.319910886	2.942298426	2.613561857	2.966637272	3.201734495	3.0776488	3.159078389	3.132334925	3.645819666
mmu-miR-8118	1.043644008	1.720090749	1.106423903	1.857927119	1.074556112	1.792998784	2.125186177	1.252467019	1.368719236	1.585180975	1.259610844	2.181380905	1.701486926	1.275516777	1.298738284	1.166651865	1.312410351	1.357896686
