Name	TCGA-A6-3807	TCGA-A6-3808	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3552	TCGA-AA-3554	TCGA-AA-3561	TCGA-AA-3664	TCGA-AA-3666	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3818	TCGA-AA-3848	TCGA-AA-3864	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A00J	TCGA-AA-A00O	TCGA-AA-A00U	TCGA-AA-A010	TCGA-AA-A01D	TCGA-AA-A01F	TCGA-AA-A01P	TCGA-AA-A01R	TCGA-AA-A01S	TCGA-AA-A01T	TCGA-AA-A01V	TCGA-AA-A01X	TCGA-AA-A01Z	TCGA-AA-A022	TCGA-AA-A024	TCGA-AA-A029	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AA-A02O	TCGA-AA-A02R	TCGA-AA-A02Y	TCGA-AA-A03F	TCGA-AA-A03J
HK2	28.5673	23.2129	24.1326	28.3899	26.1148	27.0485	26.8535	28.3858	25.7037	24.3904	27.6719	27.4464	25.909	26.2947	28.4157	26.8445	27.7606	20.02	24.7468	29.1141	27.6795	24.7511	29.1235	27.0469	25.6188	28.5126	27.2696	23.5778	25.1715	25.8483	26.6703	24.7902	28.2247	27.1146	27.9552	24.7026	26.3667	25.0769	28.7572	25.3988	25.6591	25.9786	24.5242	24.6598	26.7084	28.0725	26.1751
HK3	27.6651	27.4056	25.2592	26.2912	25.4691	27.2936	26.3801	22.6489	23.1767	20.4337	27.5497	20.4337	21.3324	24.0814	27.1172	24.935	26.8074	21.9884	20.4337	26.1528	23.3862	24.9561	22.763	22.2912	20.4337	22.4535	24.9458	20.4337	21.8531	28.1907	27.0939	22.3208	23.1452	26.0163	22.1687	21.2063	23.6236	20.4337	22.9453	23.4621	20.4337	20.4337	22.3098	25.0411	23.9215	27.4977	22.6862
HLA-A	27.307	25.1457	27.7444	21.6126	21.6126	26.7013	25.5441	27.8251	26.1155	29.9551	27.4786	22.4017	25.1044	29.8081	21.6126	26.4527	21.6126	22.1729	27.1855	27.4189	24.2254	23.5922	21.6126	22.8753	28.6406	27.9039	28.9114	22.9578	24.5038	25.5663	26.1192	27.6011	24.7291	21.6126	24.6822	28.5935	29.4078	24.3222	26.3353	26.7984	26.0957	23.2874	26.3578	28.0994	22.7151	28.4582	25.7686
HLA-DRA	28.2676	28.6114	27.2635	30.9142	26.8164	28.8956	28.7151	28.2348	25.9124	29.7029	28.5911	24.8722	27.3794	27.8597	31.8982	28.1069	29.8586	26.7202	27.9308	28.9464	26.8338	27.6836	27.7495	26.4335	29.1525	28.7634	28.732	26.5152	24.5128	31.7429	31.5941	27.0552	28.1779	29.1768	26.9192	27.7569	30.3721	25.8872	29.1819	25.8518	27.9944	23.7222	28.4455	30.5997	27.7139	29.4968	26.4611
HLA-DRB1	27.4438	27.6441	24.5882	30.1067	20.9117	25.352	26.7168	23.8254	19.5761	28.2507	27.1864	23.5728	25.5167	27.1017	28.0426	26.2707	28.5669	24.5594	25.1463	27.5331	18.7502	25.0333	24.6721	24.9949	26.7635	25.5103	27.9031	26.2401	22.133	27.9276	29.6447	25.6733	25.092	28.0622	24.3944	18.7502	27.8715	22.8282	25.1003	20.4055	23.3431	18.7502	20.5297	27.9931	24.889	26.8447	23.9139
HM13	26.3241	24.681	26.1064	26.2164	25.3324	26.7301	25.687	26.8952	24.6956	26.572	25.47	26.867	24.2544	25.6882	22.9277	24.5055	27.0453	22.2953	26.1887	26.9535	26.7732	25.2058	26.3589	22.6296	28.0027	26.9488	24.0931	21.6589	25.0909	23.4178	26.2606	26.1189	25.9141	24.0297	24.622	23.3499	24.1581	24.0768	27.683	24.8406	26.148	24.0715	26.6547	23.5282	26.7237	25.2543	26.6522
HMGA1	28.3238	24.1112	25.9853	27.4789	28.389	27.2255	28.4247	29.739	20.3775	26.919	27.4166	28.2326	21.7682	29.026	28.7902	27.5997	29.4509	23.2562	26.4979	30.4524	29.3228	22.1323	28.0557	25.8826	29.8994	28.6198	26.8865	26.3408	23.901	27.3704	30.758	27.649	28.6996	28.5076	27.9611	29.817	17.393	23.9161	28.9129	27.435	28.2764	25.2145	25.9123	27.2284	27.2869	29.4855	28.6731
HMGB1	30.2012	29.2449	30.6535	29.9382	29.1343	22.9103	29.9779	26.026	28.8246	30.085	29.1621	31.0028	28.2871	32.5149	30.0251	29.1744	30.6228	26.2862	30.9483	32.1701	30.9784	29.031	30.2639	28.9606	31.5905	30.9166	30.6708	28.8237	29.9908	29.0838	31.2774	29.8039	29.649	30.7762	29.8866	31.7879	29.2394	28.6924	29.6811	28.1519	31.3271	28.1807	30.0084	29.8188	29.8026	30.0437	30.8949
HMGB2	27.9657	25.7279	26.7498	28.8606	25.7996	25.2621	28.3272	27.6	26.2718	28.8769	28.1953	29.3522	25.2996	30.7229	28.9817	26.73	29.1647	24.5549	29.0304	31.0996	29.8517	26.9823	28.7931	27.4283	29.7909	29.014	27.6517	27.5735	19.3484	26.9795	30.6254	27.5599	29.7724	28.8777	28.1563	30.1775	28.0502	27.393	26.8228	24.757	29.7557	27.0194	28.6774	26.9971	28.255	28.4091	28.6291
HMGB3	26.4001	19.1568	26.7421	25.7648	25.3628	26.1151	25.045	28.9605	24.2268	26.5643	27.1661	25.982	26.4948	26.9029	26.6561	27.6197	25.5491	19.1568	26.178	29.0136	27.9264	23.7298	26.6186	25.0322	26.3299	27.7198	27.5413	22.2809	22.0704	24.6336	27.1433	25.9214	27.6029	27.3443	25.8174	27.9663	26.991	25.3737	26.0859	19.1568	26.9333	24.4264	26.851	24.6173	25.8916	28.3329	21.7471
HMGCL	28.2782	26.0152	26.2945	27.6839	26.5112	26.054	27.4797	26.2253	26.6002	26.1664	26.717	24.5948	25.6711	27.264	26.079	28.0549	26.125	22.5813	26.6901	27.5552	27.1505	25.7382	26.349	25.3765	28.4244	27.4258	28.0501	25.801	24.6971	26.9307	26.2536	26.6922	28.2501	27.979	26.4229	22.9899	27.3186	26.7883	26.9228	25.5954	27.1036	25.7404	27.5228	26.7944	26.8128	28.4218	25.4409
HMGN2	27.3285	24.9212	24.3458	26.0559	25.5959	26.2745	27.4595	27.0416	20.9705	20.9705	25.3077	26.7238	20.9705	27.8721	26.7898	26.8603	27.2429	22.548	20.9705	26.5834	28.7156	20.9705	26.9159	25.4398	28.8232	26.5258	26.4246	24.179	24.9755	20.9705	28.209	27.1005	24.1699	25.8483	25.9177	23.0815	21.9425	20.9705	24.0338	20.9705	25.8715	20.9705	20.9705	26.9134	25.2902	28.4054	25.881
HMOX2	23.216	20.0465	23.5002	24.4022	20.0465	23.6986	24.2266	25.3958	23.2158	25.1554	20.0465	23.457	22.095	24.1684	25.4934	23.1617	23.9231	20.0465	24.8724	26.5297	25.8414	22.3794	25.0637	20.5266	24.8708	25.7103	22.9997	20.0465	21.6452	22.3231	23.7937	23.5325	24.6813	26.0543	21.7717	20.0465	23.0058	22.812	26.1221	22.9989	20.0465	20.0465	23.337	26.2089	25.4385	25.0052	22.8548
HNMT	26.5607	18.8911	25.6377	25.3678	18.8911	24.8605	24.1301	27.3068	24.6146	25.8132	24.2236	18.8911	21.9988	26.242	23.9282	26.6284	22.6538	18.8911	18.8911	27.7864	24.1991	24.3691	26.6756	21.4318	21.9122	22.9205	22.8463	21.7866	20.3439	23.012	25.0829	25.0057	24.5452	25.8312	24.8571	18.8911	18.8911	25.0122	21.564	18.8911	26.559	21.0517	23.0828	25.52	20.9983	22.9408	25.657
HNRNPA0	27.9532	27.1372	27.1309	27.524	27.5255	23.0219	28.2113	26.4759	26.9067	27.1441	27.3726	27.9653	25.4891	29.1346	29.4396	27.6768	26.8734	23.6542	27.2266	29.4261	30.2077	26.2327	29.3202	25.2781	27.1516	28.2677	26.5447	24.9086	24.453	27.3067	27.4182	27.2086	26.6786	29.2757	25.9606	21.5654	26.196	26.5423	27.3266	24.8144	28.3464	26.5641	27.7561	28.2264	26.463	28.2259	27.7994
HNRNPA1	29.5917	29.723	29.2092	31.2156	30.2277	29.0134	31.4927	30.6172	29.0254	29.4839	30.4096	30.5728	28.8411	32.1383	30.9919	29.6361	30.7823	26.8619	30.0671	32.3159	32.5837	29.0009	31.296	29.4448	31.4177	31.5486	29.9215	29.0955	27.0716	29.756	30.6531	30.3669	29.7172	31.4854	29.8737	31.4761	29.3177	28.6749	30.8289	28.7633	31.4811	27.941	29.2799	30.7538	29.7635	31.3935	30.7151
HNRNPA2B1	31.4279	30.3489	30.7447	31.3493	31.5123	30.4737	32.1873	31.0983	30.2241	31.8505	31.6249	31.5315	30.9276	32.8432	31.1844	31.2384	31.4742	28.7333	31.229	32.9059	33.1844	30.2534	31.9887	29.8997	32.3833	32.7627	30.7835	29.8947	29.889	30.4727	32.0165	30.9493	30.0348	31.925	31.2121	32.8522	30.3156	30.0792	31.6371	30.6261	32.2687	29.2084	30.207	31.2515	31.4493	32.0715	31.5859
HNRNPA3	28.9617	29.1305	28.3177	28.4719	29.4452	26.805	30.0692	28.8441	26.9406	28.3182	28.9833	27.2357	25.6371	30.1618	29.0807	28.454	28.7411	25.2464	28.2191	31.1027	30.5299	27.7489	30.062	26.2399	29.2576	29.4601	29.2362	27.6409	27.0441	27.6469	29.0152	29.2535	25.4204	29.3051	28.0347	28.8978	28.036	27.5136	28.3329	26.8241	30.0807	27.1841	27.9829	29.1131	27.2878	30.5448	28.3046
HNRNPAB	29.4235	28.3653	28.6547	29.2692	28.7522	28.7488	29.7726	30.7236	27.9347	28.3983	28.9807	29.099	28.4017	30.0794	30.0077	29.2442	29.1444	26.5187	29.048	31.0597	30.7947	26.958	30.0413	27.4223	28.8485	29.5587	28.4269	26.7316	28.6799	28.7755	30.1316	29.2714	30.5083	29.9962	28.6781	30.0827	28.3462	27.8216	29.6559	26.8987	29.998	26.7377	28.402	28.357	28.4621	30.552	29.9081
HNRNPC	31.076	30.1419	30.1257	30.9888	30.6566	30.4417	31.5995	31.4412	29.8228	30.2219	30.6602	30.6262	30.1426	31.7163	32.2138	30.8655	30.794	27.3986	30.8315	32.5449	32.3662	29.5871	31.1617	29.4362	30.9855	32.013	30.5339	29.2535	29.8132	30.9889	31.5766	30.4563	30.2206	31.8282	30.2803	31.7206	29.7088	29.5043	31.6155	29.3369	30.8257	29.9575	30.7365	30.5656	30.5755	32.1588	30.788
HNRNPD	29.1544	29.1303	29.0775	29.5409	29.4816	29.2913	30.3619	31.0102	28.8948	29.3454	30.8801	29.5198	27.8643	30.2764	30.0608	28.8285	29.7944	26.9776	28.9736	30.7154	30.8744	28.3131	31.0854	27.6631	30.6999	30.7104	29.1514	28.4212	27.7768	29.8704	30.3372	30.2707	29.0205	31.9481	29.3587	27.963	29.0126	27.8905	29.3828	28.1312	30.3433	27.4677	29.8405	30.5957	28.291	30.1556	29.4074
HNRNPDL	25.1237	25.8828	25.4876	25.3955	28.2548	25.1309	28.1805	27.5178	23.0609	25.344	25.6854	26.7428	25.955	27.8193	30.1193	23.7739	27.2279	22.3434	25.884	27.4354	28.0971	25.3071	27.4433	25.006	28.4349	26.6155	25.2198	24.7315	25.8969	30.2691	27.4246	25.6677	26.2378	26.6944	25.9984	18.594	26.6706	24.9567	25.1317	23.0479	26.5142	22.9426	26.5922	26.0634	24.1259	25.6183	26.0075
HNRNPF	27.9257	27.9066	27.1522	28.9613	27.6347	27.6345	29.0491	29.3544	27.1162	28.4694	28.8081	28.7069	27.141	30.0702	28.8785	28.2186	29.2893	24.3248	26.9187	30.1607	30.544	27.3749	28.1482	26.0727	28.6521	29.1433	28.0475	25.9373	27.7022	28.4687	29.2613	28.3203	27.9628	29.5585	26.6484	28.2685	27.8385	26.6071	29.3693	26.4219	29.0508	26.1127	28.7486	28.0251	28.2505	29.3345	27.8893
HNRNPH1	28.2539	27.6206	27.984	28.2019	28.5483	28.146	29.2175	29.5849	27.1565	28.2061	27.0247	28.6447	27.1954	28.6515	28.9482	27.5725	29.0095	25.7156	28.7457	29.3649	29.9005	27.5651	29.4303	26.6913	29.9768	29.0157	27.6765	26.314	26.2438	29.103	29.6058	27.7419	28.1958	30.141	27.8816	29.2026	27.4507	26.2582	29.0128	26.4089	28.7244	23.8066	29.1242	28.5404	27.996	28.8588	28.0138
HNRNPH2	24.4815	25.3211	25.668	26.9305	22.8812	24.3415	26.6628	26.4391	24.6288	26.2485	26.3696	24.1664	26.1989	24.8151	25.6466	25.6083	26.8548	22.8812	28.5352	27.7765	26.8828	26.4198	25.3914	24.8734	27.0329	27.6953	24.6324	22.8812	24.6958	26.0875	25.9545	24.1959	24.3284	27.1392	24.3403	28.3745	27.0397	22.8812	25.9591	24.8163	25.2173	25.7585	29.9151	24.4429	26.8118	24.8782	25.6077
HNRNPH3	27.9545	27.3436	27.6402	28.3468	27.3694	26.3528	28.4033	27.9592	26.9284	27.2614	27.53	27.4753	27.3499	28.5641	27.9172	27.6095	28.5024	24.0722	27.9921	29.6996	28.8045	26.865	28.4344	25.6766	29.011	28.8703	26.9763	25.4324	23.3426	28.245	28.1731	27.5648	26.9866	28.7137	26.353	27.0692	27.031	27.5924	28.8214	25.2319	28.7482	27.5047	28.0235	26.8581	26.8229	27.4902	27.3348
HNRNPK	31.7819	30.7577	30.5347	31.4585	31.3649	29.9019	32.2373	32.747	30.4996	31.471	31.225	31.2787	30.9608	32.5403	32.0329	31.3711	31.0213	28.6812	31.9368	33.3737	33.2797	30.8424	32.4564	29.7013	32.3204	32.2907	30.5939	29.9539	29.2461	31.6763	32.0812	30.9539	31.3575	32.8462	30.6273	31.1669	31.0768	30.9521	31.7414	29.0896	31.9598	30.8215	32.1348	31.284	30.9371	32.2017	31.1902
HNRNPL	30.4135	29.8491	29.8883	30.5421	28.6211	29.716	31.1738	31.5335	29.6759	29.431	29.6448	30.1553	29.2316	30.5476	30.1027	29.7929	30.6079	26.5686	30.3722	32.1179	31.8888	28.6164	30.5149	27.8299	31.0949	30.8452	29.7437	27.2134	26.655	29.8022	30.8726	29.4805	30.075	30.8121	29.4067	30.9841	28.532	27.8376	30.958	28.6269	30.3259	28.0266	30.6523	29.3527	29.4878	31.0583	30.1276
HNRNPLL	25.2786	21.8475	24.7197	25.655	21.8475	24.4473	24.7647	25.4781	22.4153	23.5502	24.1438	23.5489	24.1408	26.5165	26.4825	21.8475	23.8485	21.8475	23.0251	26.7378	29.1713	22.4746	25.9889	22.1087	25.6037	25.2301	21.8475	21.8475	21.8475	23.1512	25.2783	23.4825	24.0612	25.283	24.4807	21.8475	23.6684	21.8475	24.3599	22.825	24.6008	22.1958	23.5449	24.0355	22.1629	25.2454	24.7473
HNRNPM	29.8368	28.7503	29.5226	30.158	28.8592	30.6196	30.4971	31.4938	29.7167	30.2019	29.5235	30.1874	29.4192	30.854	30.4189	29.7267	30.4297	27.1762	30.7599	31.4225	31.4453	29.1122	30.6383	28.2378	30.415	31.2317	29.0886	27.028	27.4366	29.888	30.8467	29.5571	29.9542	30.8956	29.1096	30.3776	29.0696	28.2713	31.094	29.1786	30.2047	27.7468	30.9799	29.5733	30.2148	30.8503	29.8527
HNRNPR	28.8647	28.3009	27.3152	28.855	27.6244	27.1312	29.0452	28.3447	28.3106	28.1322	28.1692	29.4531	28.3216	29.4178	29.4202	28.5117	29.0913	24.8896	29.3545	30.4049	31.1264	27.8244	29.4963	26.2129	29.5389	29.4456	27.867	27.0783	26.638	28.1155	29.2641	28.1456	27.1903	29.8287	28.5717	29.2934	27.4646	27.1643	28.6116	26.9501	29.5475	27.8104	28.6901	28.6157	27.9082	28.8231	28.6982
HNRNPU	31.1973	30.1372	30.8108	31.0583	30.3721	30.8408	31.6946	32.8042	30.6142	31.0219	30.474	31.1982	30.3463	31.9691	31.7427	30.9337	31.215	27.5887	30.86	32.735	32.846	29.993	31.5898	29.0684	31.9478	31.566	30.2535	28.8301	28.0721	30.7889	31.6883	30.7609	30.9415	31.8863	30.5577	30.8197	30.5743	29.5063	31.2912	29.8201	31.6795	29.9179	31.8621	30.506	30.6913	31.6244	30.539
HNRNPUL1	23.142	22.7257	24.9879	25.5565	19.1236	24.6123	26.8216	25.7124	24.7626	29.8649	22.1741	25.5957	24.9132	26.8458	24.9306	25.354	24.2201	20.4759	27.2062	26.933	26.3224	26.3228	24.9667	22.3433	29.4577	26.0752	25.6931	23.6892	19.3124	26.1315	26.949	26.3671	26.6677	25.8101	25.6205	19.1236	28.2387	26.2515	26.5882	24.8293	26.9996	23.2843	28.0473	26.6491	25.5791	27.0416	25.756
HNRNPUL2	29.228	29.6539	27.8272	29.1373	27.5522	28.2516	30.2469	28.8231	28.0435	28.7917	28.3651	28.4286	28.7383	29.1445	28.7016	29.0078	28.217	24.0436	28.7149	30.361	31.3514	29.4024	29.3427	26.1997	29.5772	30.2309	29.735	27.4186	29.4537	28.8914	30.2287	28.0783	29.9187	29.5883	28.4338	28.334	28.4347	31.8294	28.802	26.7741	29.3185	26.594	29.2719	27.4817	28.4503	29.6464	28.2428
HOOK3	22.5959	26.0411	23.9652	21.8778	23.1156	22.2016	22.2966	22.9999	22.5431	25.6623	26.6423	22.38	18.1404	24.63	21.2997	21.813	20.2159	18.1404	23.6318	27.3675	18.1404	18.1404	23.2144	18.4638	23.4213	20.5294	20.1304	20.3865	20.4296	26.4183	20.8277	21.629	22.1238	24.8183	18.5089	18.3435	20.5283	18.1404	21.489	22.2445	23.3636	18.1404	21.8893	23.9974	20.9272	18.1404	18.1749
HP	27.3878	30.581	29.8754	32.8647	28.1465	30.0949	28.0647	30.6139	30.5974	30.6464	28.0274	30.507	27.9591	28.7545	29.7843	29.7609	30.0027	28.969	30.8077	29.7819	29.4462	31.1346	27.8487	29.4446	31.3575	31.2721	32.583	30.4826	26.9735	31.2082	30.4785	28.8487	29.0243	30.9375	27.2286	27.63	29.8267	31.698	30.4763	29.1064	30.2117	25.5297	29.4106	30.8076	30.1522	28.887	27.1049
HP1BP3	28.9229	27.8192	27.8348	29.1469	26.9047	27.9837	28.3801	28.1416	27.9996	28.0671	27.7428	27.1978	27.1637	27.9105	27.3296	28.6824	27.8736	23.247	28.053	28.8728	28.8536	26.6235	27.8332	27.2066	30.0081	28.3924	28.2618	24.7848	23.2094	27.8497	28.3691	27.1266	27.8917	29.4315	26.9731	24.4486	27.2622	26.2005	28.614	27.7924	27.7656	25.1801	28.189	27.4893	29.0046	28.9082	27.0015
HPCAL1	23.6282	20.3456	23.9922	23.6676	23.4688	21.4677	23.5465	20.3456	20.3456	23.2963	22.9986	20.3456	20.3456	23.7979	20.3456	25.2524	20.8083	20.8155	24.0268	25.4124	23.9774	22.8448	23.9968	25.8426	25.7463	23.0901	25.0167	20.3456	21.2844	24.5459	24.9705	23.2561	25.4485	24.0559	24.4237	20.3456	24.5158	23.828	24.1407	23.4931	24.7173	20.3456	23.9508	23.9747	25.3468	26.3372	21.6546
HPRT1	18.5518	18.5518	21.8805	23.8058	22.5114	24.3016	18.5518	27.4601	23.7262	24.25	18.5518	20.8853	26.8842	25.5307	26.2856	23.0934	23.5032	18.5518	26.334	25.3446	24.4785	25.3949	18.5518	22.124	24.066	25.3451	23.8782	21.4195	21.8585	22.3469	24.4948	19.1168	25.5525	18.5518	23.6713	21.5931	23.2234	22.9674	24.4709	22.7395	22.1061	18.5518	26.2872	25.2872	25.3891	18.5518	22.3266
HPX	28.7924	31.5766	29.2788	31.6957	28.6923	26.1856	30.3849	28.4424	30.3815	29.3514	29.4051	28.5475	26.094	28.973	30.1266	29.2984	29.1751	28.1885	30.5678	30.4591	30.8498	30.0666	27.3826	28.2002	30.8867	29.2126	30.7595	29.5726	27.0786	30.3949	29.2014	29.2085	28.0276	31.4627	27.1207	29.5397	29.1309	29.0958	27.7227	27.7223	29.4139	27.2599	29.5763	30.2507	29.1993	29.5729	27.4976
HRG	26.0862	26.9805	26.2246	26.7624	25.4499	23.4193	27.2313	25.1287	26.0554	25.4451	26.3699	24.8682	22.5714	23.6133	26.3888	26.2446	24.3037	23.3636	26.2764	27.0616	26.9927	25.664	23.7533	22.5889	27.0201	25.5341	25.3604	26.056	21.9506	26.1852	25.9081	24.6699	24.8507	25.885	22.2881	21.7854	24.6192	26.704	24.8871	21.7854	26.72	24.5792	25.2928	25.7899	23.945	26.4299	23.7562
HRSP12	27.6878	17.2056	25.3389	25.5148	24.4732	26.1353	27.4185	28.2003	24.9266	26.5795	25.4954	24.5217	25.8802	25.4782	25.0979	25.4232	23.8122	17.2056	26.6557	27.1595	26.5907	23.7655	25.5789	24.2109	27.4588	27.1471	24.925	25.2805	23.2211	24.1368	24.8349	27.4759	27.4105	26.6226	26.0301	17.2056	25.8001	24.7213	26.3439	24.0391	27.5401	26.3833	27.156	24.3233	26.4194	25.2156	24.4898
HS1BP3	24.1538	23.5227	23.1802	23.2386	22.9392	20.6304	24.4481	25.8042	21.9773	23.9899	23.7678	22.6661	22.6386	22.3826	22.6433	24.4881	23.5094	20.6304	24.1961	24.3521	25.3826	22.419	23.4442	20.6878	25.1133	22.4978	20.7004	22.4166	23.6387	23.2194	22.719	23.1819	24.9578	25.4296	23.214	20.6304	22.8097	21.9315	21.0274	22.5446	23.8262	22.5028	24.2674	21.8834	23.0657	21.7372	22.9781
HSD17B10	30.6316	28.868	29.6258	30.0955	27.3482	28.7113	29.6176	31.8711	29.0057	29.1274	29.6201	29.3998	28.2629	30.6358	29.3286	29.5503	29.3553	25.8372	29.931	31.9283	30.1702	28.0747	29.998	27.5586	31.4567	30.4681	29.1434	27.3588	27.8197	28.6161	28.847	28.8939	30.806	29.8323	29.8144	30.3154	29.801	28.5724	29.654	28.5809	31.4846	28.6893	30.7646	28.3405	29.8396	30.1056	29.4827
HSD17B11	27.8027	26.0713	25.8262	26.8567	25.0582	27.3903	27.3617	28.0952	27.2419	26.1396	27.0046	26.985	25.8513	28.1336	27.3109	27.1293	26.5797	25.5352	25.7125	28.5658	28.0484	25.1863	27.476	24.6611	27.2488	26.9075	27.3876	25.277	26.3325	26.6116	25.4289	26.4029	28.3906	27.0804	25.6352	25.4622	25.5637	24.1365	28.4296	25.5358	27.0155	25.6135	27.1448	25.5036	26.0967	27.3932	25.5831
HSD17B12	28.9413	27.2235	25.8324	28.0451	27.8286	26.7532	27.8554	26.1005	27.8503	28.554	27.5993	27.9845	25.954	27.9987	28.6797	28.0487	28.5197	24.1231	28.2849	28.7718	30.5932	27.1924	30.0308	25.6233	27.6518	28.4491	28.3403	24.912	25.0981	28.8351	28.0166	26.3259	26.8575	28.5771	26.3415	24.7384	26.6265	27.726	29.0795	25.8544	27.4171	26.2268	29.3402	25.802	28.3656	29.6974	25.7136
HSD17B4	30.994	29.7758	28.0123	29.6736	29.0897	27.6685	31.4377	31.01	30.5665	28.5581	29.4812	30.8896	27.8231	31.3	30.4451	29.1527	29.2378	27.9853	30.6864	31.0578	31.0437	29.3722	31.7359	28.8908	29.7539	30.927	30.2156	26.4817	29.6828	29.2793	29.4436	28.914	29.0041	31.3979	29.7892	29.1811	28.9592	28.8244	30.5283	28.9609	29.1576	27.9766	29.649	28.4881	30.3144	31.0786	30.6106
HSD17B8	23.2341	23.7673	24.4796	25.3003	19.325	25.1352	24.7282	27.5003	22.5333	23.4597	23.0617	19.325	23.2056	20.925	23.9052	25.571	22.4478	19.325	19.325	25.7281	21.9858	22.5993	24.3673	22.1131	26.9237	25.2094	24.8233	19.325	19.325	22.7077	26.0454	23.4395	25.7833	23.5634	25.7508	22.2376	22.8278	24.3734	23.6623	24.0241	24.2805	22.0167	24.3103	23.7331	23.9254	26.4085	23.9768
HSDL2	27.332	26.4603	23.0574	26.0739	24.8604	25.156	26.739	28.8009	27.1198	27.0859	25.8359	27.6606	24.1604	28.4746	25.1138	26.9228	25.9302	22.7873	26.7083	28.6057	27.3968	25.912	29.0304	24.0486	29.4677	27.6429	27.1997	25.7804	25.2815	21.732	26.3149	27.1349	25.4257	28.0681	28.2637	22.4312	26.7927	25.985	27.8002	24.7185	28.2919	24.3748	24.5368	26.8966	26.4817	27.5486	24.8571
HSP90AA1	31.4488	31.393	30.1882	31.3573	31.6838	30.9217	32.907	31.6163	30.0959	31.8271	31.575	31.3312	29.2668	32.3468	32.6516	31.2534	32.7509	29.4554	31.5974	33.4891	33.9455	30.2873	31.951	30.237	31.6287	32.4158	31.6618	30.4027	28.4604	31.5507	32.4908	31.2936	30.3874	33.4377	31.3839	32.3296	30.9501	30.3259	32.0656	29.1585	31.3073	29.5004	31.6131	31.0957	31.0743	32.4184	31.3302
HSP90AB1	31.717	31.2464	31.0315	32.1047	31.5067	30.944	32.8913	32.2283	32.8866	31.9816	31.8168	33.1477	30.4714	33.8576	32.4164	30.811	32.4684	29.7774	31.6358	33.2674	33.7508	30.5444	32.7025	30.7868	33.7103	32.5969	31.0761	29.5975	30.0277	31.2577	32.6538	31.3419	31.5628	32.6352	30.9876	32.2486	30.9705	29.9957	32.1308	30.329	31.6808	29.5919	31.696	32.0407	31.3199	32.5759	32.2718
HSP90B1	32.7163	32.0422	31.835	33.5319	31.6855	31.7941	33.349	34.3909	32.4777	32.8426	32.4532	31.9796	31.1238	33.1116	33.5696	32.314	34.1258	30.4772	32.6152	33.6468	34.0101	31.8067	32.9003	31.4611	32.5728	32.9761	32.6821	30.3663	28.6596	32.5798	32.8803	30.9818	32.6291	33.8238	31.3934	32.1115	32.0218	30.7276	32.8799	30.705	32.4294	30.2942	32.6058	32.1658	32.2243	33.0469	31.9244
HSPA14	24.6253	24.4439	24.0416	24.6048	23.5038	23.0617	24.5766	26.1455	24.4044	26.3136	23.9039	24.482	23.7751	26.0735	24.6771	23.3362	23.7326	20.5812	24.7264	27.184	27.0446	21.7507	25.8121	20.6928	23.5967	25.2696	23.4441	18.7142	24.0772	24.2145	25.5553	25.0178	24.0212	24.8061	24.4033	21.8242	22.5576	22.6056	25.5059	18.5274	22.4577	23.3264	25.8657	19.6872	23.9195	26.2615	25.115
HSPA1A	29.8903	30.8784	28.9548	30.2781	28.8623	28.2347	31.2438	30.0293	29.8007	30.2462	29.7309	28.9406	28.1578	30.3936	30.8178	29.8782	29.5643	26.1514	30.7925	30.9815	30.9988	28.8226	30.873	27.0895	30.13	29.2113	30.26	28.9628	28.1676	31.24	30.5347	29.0262	30.8992	31.2184	27.4516	29.4635	29.2515	28.5648	29.7695	28.2914	31.0523	28.7173	29.1974	30.3222	28.6551	30.3189	28.8248
HSPA2	26.8252	27.7149	24.8706	26.4003	19.2805	26.6579	25.8784	25.0777	25.8094	24.1524	24.5168	24.7587	23.4315	24.0638	19.2805	26.5177	24.9351	19.2805	29.0754	27.0956	27.8625	27.24	23.9125	21.4068	25.0379	25.7947	27.0134	25.3956	19.2805	21.4667	24.1957	21.9855	26.0705	27.0385	23.1904	22.1448	19.2805	28.9885	25.1191	22.9748	22.9339	19.2805	27.8224	25.3015	29.0173	25.3607	19.2805
HSPA4	30.5031	29.447	28.4327	29.2634	27.8385	29.3761	30.4481	30.0	28.8979	29.2613	29.5554	28.8406	28.092	29.497	29.7458	28.7507	29.3922	22.8101	28.655	30.5696	30.9364	28.0879	29.9025	27.7747	29.1888	30.025	28.5544	27.1064	26.3951	28.8367	29.2184	29.0563	28.6731	30.2456	28.8907	27.9859	27.5576	27.6471	29.6634	27.348	28.4818	27.9134	29.6272	28.3299	29.0861	29.9019	28.9712
